JJM4724RF7,MBA8071P,KUL,PEK,1420563856,572
LLZ3798PE3,SQU6245R,DEN,FRA,1420564460,1049
POP2875LH3,HZT2506M,IAH,AMS,1420564324,1044
EZC9678QI6,DAU2617A,CGK,SFO,1420564986,1811
CKZ3132BR4,WSK1289Z,CLT,DEN,1420563542,278
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
JJM4724RF7,YZO4444S,BKK,MIA,1420565330,2027
JJM4724RF7,HZT2506M,IAH,AMS,1420564324,1044
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
EZC9678QI6,VYU9214I,ORD,DXB,1420564716,1510
CXN7304ER2,WSK1289Z,CLT,DEN,1420563542,278
DAZ3029XA0,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
ONL0812DH1,RPG3351U,HND,CAN,1420563569,374
BWI0520BG6,HZT2506M,IAH,AMS,1420564324,1044
HGO4350KK1,WSK1289Z,CLT,DEN,1420563542,278
EZC9678QI6,EWH6301Y,CAN,DFW,1420564967,1683
SPR4484HA6,XOY7948U,ATL,LHR,1420564038,877
WBE6935NU3,VYU9214I,ORD,DXB,1420564716,1510
PAJ3974RK1,GMO5938W,LHR,PEK,1420564317,1057
BWI0520BG6,JVY9791G,PVG,FCO,1420564561,1189
WTC9125IE5,XIL3623J,PEK,LAX,1420564414,1302
PUD8209OG3,ULZ8130D,CAN,DFW,1420564983,1683
YMH6360YP0,XIL3623J,PEK,LAX,1420564414,1302
PAJ3974RK1,MBA8071P,KUL,PEK,1420563856,572
VZY2993ME1,ULZ8130D,CAN,DFW,1420564983,1683
MXU9187YC7,QHU1140O,CDG,LAS,1420564498,1133
WTC9125IE5,BER7172M,KUL,LAS,1420565167,1848
PAJ3974RK1,EWH6301Y,CAN,DFW,1420564967,1683
KKP5277HZ7,VDC9164W,FCO,LAS,1420564698,1276
JJM4724RF7,HZT2506M,IAH,AMS,1420564324,1044
PUD8209OG3,VYU9214I,ORD,DXB,1420564716,1510
CXN7304ER2,WPW9201U,DFW,PEK,1420564869,1452
PUD8209OG3,PME8178S,DEN,PEK,1420564409,1322
VZY2993ME1,SQU6245R,DEN,FRA,1420564460,1049
WYU2010YH8,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,SQU6245R,DEN,FRA,1420564460,1049
VZY2993ME1,YZO4444S,BKK,MIA,1420565330,2027
WBE6935NU3,RUM0422W,MUC,MAD,1420563539,194
LLZ3798PE3,EWH6301Y,CAN,DFW,1420564967,1683
