CKZ3132BR4,FYL5866L,ATL,HKG,1420565140,1751
HCA3158QA6,PME8178S,DEN,PEK,1420564409,1322
YMH6360YP0,KJR6646J,IAH,BKK,1420565203,1928
JBE2302VO4,RPG3351U,HND,CAN,1420563569,374
POP2875LH3,VYU9214I,ORD,DXB,1420564716,1510
HCA3158QA6,KJR6646J,IAH,BKK,1420565203,1928
EZC9678QI6,VYW5940P,LAS,SIN,1420565203,1843
JBE2302VO4,KJR6646J,IAH,BKK,1420565203,1928
DAZ3029XA0,KJR6646J,IAH,BKK,1420565203,1928
SJD8775RZ4,BER7172M,KUL,LAS,1420565167,1848
BWI0520BG6,RUM0422W,MUC,MAD,1420563539,194
HCA3158QA6,SQU6245R,DEN,FRA,1420564460,1049
HGO4350KK1,HZT2506M,IAH,AMS,1420564324,1044
CKZ3132BR4,QHU1140O,CDG,LAS,1420564498,1133
PUD8209OG3,YZO4444S,BKK,MIA,1420565330,2027
PUD8209OG3,SQU6245R,DEN,FRA,1420564460,1049
PUD8209OG3,KJR6646J,IAH,BKK,1420565203,1928
POP2875LH3,XOY7948U,ATL,LHR,1420564038,877
CKZ3132BR4,XXQ4064B,JFK,FRA,1420563917,802
CYJ0225CH1,DAU2617A,CGK,SFO,1420564986,1811
SPR4484HA6,ULZ8130D,CAN,DFW,1420564983,1683
JJM4724RF7,SOH3431A,ORD,MIA,1420563649,250
PAJ3974RK1,BER7172M,KUL,LAS,1420565167,1848
ONL0812DH1,KJR6646J,IAH,BKK,1420565203,1928
WBE6935NU3,JVY9791G,PVG,FCO,1420564561,1189
KKP5277HZ7,SOH3431A,ORD,MIA,1420563649,250
EDV2089LK5,ATT7791R,AMS,DEN,1420564394,1001
SJD8775RZ4,HZT2506M,IAH,AMS,1420564324,1044
HCA3158QA6,FYL5866L,ATL,HKG,1420565140,1751
CKZ3132BR4,MBA8071P,KUL,PEK,1420563856,572
YMH6360YP0,WPW9201U,DFW,PEK,1420564869,1452
DAZ3029XA0,BER7172M,KUL,LAS,1420565167,1848
POP2875LH3,RUM0422W,MUC,MAD,1420563539,194
WYU2010YH8,FYL5866L,ATL,HKG,1420565140,1751
WYU2010YH8,BER7172M,KUL,LAS,1420565167,1848
PUD8209OG3,BER7172M,KUL,LAS,1420565167,1848
VZY2993ME1,JVY9791G,PVG,FCO,1420564561,1189
WBE6935NU3,RUM0422W,MUC,MAD,1420563539,194
PUD8209OG3,SOH3431A,ORD,MIA,1420563649,250
BWI0520BG6,VYW5940P,LAS,SIN,1420565203,1843
EDV2089LK5,VYU9214I,ORD,DXB,1420564716,1510
KKP5277HZ7,DKZ3042O,MIA,SFO,1420563927,538
SJD8775RZ4,XXQ4064B,JFK,FRA,1420563917,802
JBE2302VO4,ULZ8130D,CAN,DFW,1420564983,1683
EZC9678QI6,RUM0422W,MUC,MAD,1420563539,194
EZC9678QI6,ATT7791R,AMS,DEN,1420564394,1001
EZC9678QI6,HZT2506M,IAH,AMS,1420564324,1044
POP2875LH3,JVY9791G,PVG,FCO,1420564561,1189
EDV2089LK5,KJR6646J,IAH,BKK,1420565203,1928
SPR4484HA6,JVY9791G,PVG,FCO,1420564561,1189
CDC0302NN5,PME8178S,DEN,PEK,1420564409,1322
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
VZY2993ME1,EWH6301Y,CAN,DFW,1420564967,1683
MXU9187YC7,DAU2617A,CGK,SFO,1420564986,1811
PUD8209OG3,MBA8071P,KUL,PEK,1420563856,572
HGO4350KK1,WPW9201U,DFW,PEK,1420564869,1452
UES9151GS5,WSK1289Z,CLT,DEN,1420563542,278
WYU2010YH8,PME8178S,DEN,PEK,1420564409,1322
LLZ3798PE3,XIL3623J,PEK,LAX,1420564414,1302
UES9151GS5,ATT7791R,AMS,DEN,1420564394,1001
YMH6360YP0,GMO5938W,LHR,PEK,1420564317,1057
YMH6360YP0,XOY7948U,ATL,LHR,1420564038,877
WBE6935NU3,YZO4444S,BKK,MIA,1420565330,2027
WBE6935NU3,WPW9201U,DFW,PEK,1420564869,1452
JJM4724RF7,FYL5866L,ATL,HKG,1420565140,1751
CKZ3132BR4,HZT2506M,IAH,AMS,1420564324,1044
PAJ3974RK1,MOO1786A,MAD,FRA,1420563408,184
CDC0302NN5,QHU1140O,CDG,LAS,1420564498,1133
BWI0520BG6,BER7172M,KUL,LAS,1420565167,1848
SJD8775RZ4,WSK1289Z,CLT,DEN,1420563542,278
